,Temperature[Degree Celsius],10m_X_Wind_Speed [m/s],10m_Y_Wind_Speed [m/s],Surface Pressure [Pa],Precipitatio(cumulus scheme)[kg/m2s1],Precipitatio(microphysics scheme)[kg/m2s1],Humidity,Sunshine Duration(short wave radiation>120 Wm2)[s],Upwelling Surface Shortwave Radiation[W/m2],Upwelling Surface Longwave Radiation[W/m2],Downward SWR,Downward LWR
2020-01-08 17:00:00,-13.630224609374977,0.6736403107643127,-4.094290733337402,92326.8515625,0.005310939159244299,6.678882598876953,0.0012276130728423595,66.07774353027344,14998009.0,182020208.0,24442822.0,151387664.0
2020-01-08 18:00:00,-13.406042480468727,2.1421210765838623,-4.100424766540527,92473.828125,0.005310939159244299,7.152135848999023,0.0012354925274848938,129.76893615722656,15255049.0,182948528.0,24826522.0,152227184.0
2020-01-08 19:00:00,-12.854986572265602,2.9753987789154053,-4.167217254638672,92463.015625,0.005310939159244299,7.425458908081055,0.001280814642086625,164.0083770751953,15616219.0,183887408.0,25363462.0,153087824.0
2020-01-08 20:00:00,-13.105413818359352,4.671167850494385,-3.2245168685913086,92522.140625,0.005310939159244299,7.582705974578857,0.00124322937335819,180.2060546875,16037479.0,184827248.0,25988242.0,153926384.0
2020-01-08 21:00:00,-13.413824462890602,5.034882545471191,-4.465068817138672,92485.5703125,0.005310939159244299,7.618598937988281,0.0012094280682504177,175.71432495117188,16471819.0,185757008.0,26631802.0,154697744.0
2020-01-08 22:00:00,-13.817877197265602,4.4308085441589355,-4.679065227508545,92595.546875,0.005310939159244299,7.64015007019043,0.001166154514066875,138.05906677246094,16885704.0,186667088.0,27244942.0,155344784.0
2020-01-08 23:00:00,-15.623663330078102,5.536269664764404,-2.0137195587158203,92680.421875,0.005310939159244299,7.660869598388672,0.0010105158435180783,37.53490447998047,17082024.0,187562288.0,27535702.0,155978384.0
2020-01-09 00:00:00,-16.900152587890602,5.1934380531311035,-2.46712589263916,92835.40625,0.005310939159244299,7.68908166885376,0.0008962780120782554,0.0,17095284.0,188427728.0,27555442.0,156600944.0
2020-01-09 01:00:00,-17.893713378906227,3.564223289489746,-2.7421486377716064,92912.578125,0.005310939159244299,7.721244812011719,0.0008262988994829357,0.0,17095284.0,189280208.0,27555442.0,157218704.0
2020-01-09 02:00:00,-18.709448242187477,3.4133706092834473,-3.1634981632232666,93016.703125,0.005310939159244299,7.746798515319824,0.0007678582915104926,0.0,17095284.0,190120688.0,27555442.0,157829744.0
2020-01-09 03:00:00,-18.368322753906227,4.234103202819824,-4.312292575836182,93070.7734375,0.005310939159244299,7.809299945831299,0.000782596122007817,0.0,17095284.0,190956848.0,27555442.0,158452784.0
2020-01-09 04:00:00,-19.272222900390602,3.888622999191284,-4.937854766845703,93138.0546875,0.005310939159244299,7.883309841156006,0.0007160107488743961,0.0,17095284.0,191793968.0,27555442.0,159081104.0
